7657:17,508,650,84,302,518,8,782,1097,32
7661:17,616,518,8,654,58,84,564,542,302
7678:1352,3107,2880,3172,1712,6434,4825,12990,8848,5624
7682:7836,47276,17,3216,1012,15556,289,1462,8,2073
7692:2266,616,654,302,32,1405,84,542,6,8
7699:226,81,140,17,70,18966,13298,8,138,289
7707:616,84,542,301,15,8,518,1102,564,285
7708:616,947,17,302,1471,182,542,650,15,58
7713:654,616,58,29,650,8,84,564,354,15
7734:17,61,8,15,32,58,70,76,2200,16553
7741:17,302,15,542,1196,861,8,61,518,285
7742:654,302,616,15,518,542,4174,8,32,902
7743:17,32,302,654,542,58,1535,15,650,518
7751:654,616,58,84,518,61,15,354,245,8
7760:17,616,8,302,518,58,542,654,15,564
7766:76,1326,168,564,1460,352,698,984,5738,226
7787:17,131,518,616,8,15,302,58,654,65
7813:17,616,58,518,8,1405,654,1196,15,61
7818:616,17,302,654,58,542,8,518,32,902
7823:76,564,508,2275,17,70,719,1023,2579,168
7825:70,17,508,1023,8,226,354,76,58,302
7833:17,302,84,8,616,245,654,518,899,101
7841:654,542,58,302,8,15,518,861,508,32
7844:616,654,8,302,58,15,861,84,518,1102
7850:17,8,70,508,15,302,1023,7006,84,654
7863:17,616,58,654,302,542,518,15,8,61
7869:22646,25398,42150,533,9462,8258,2303,103304,38716,81362
7888:17,58,542,654,564,518,15,62,861,1196
7889:81,17,70,226,508,302,542,358,500,564
7894:17,8,616,15,564,650,518,542,654,58
7903:2048,1536,114695,5641,40459,29196,24077,94225,6674,5145
7915:17,616,302,58,15,542,61,84,564,787
7921:10503,17,81,8454,27291,731,5767,76,70,140
7945:168,5480,463,1400,801,661,8860,5557,135,2642
7946:17,616,654,15,58,245,518,302,542,8
7949:17,245,616,15,61,518,787,8,508,654
7951:58,616,8,84,542,15,322,518,1196,101
7958:
7962:8,61,32,564,289,650,1196,1511,554,245
7964:17,76,650,508,8,70,302,616,32,564
7967:565,453,53369,2510,45974,56568,3737,26531,226,14814
7969:17,302,654,76,84,58,616,29,8,354
7975:302,58,654,616,76,650,8,29,354,542
7976:17,542,238,429,518,650,6,8,58,114
7977:866,302,654,354,84,58,29,76,616,138
7981:3378,45315,32261,65033,39446,22713,186,68179,10611,1412
7990:17,616,8,654,58,364,302,564,15,245
8002:441,245,1744,2028,16036,710,4268,4513,3506,1065
8008:
8009:17,654,58,542,302,15,8,518,564,61
8023:17,15,245,518,542,654,32,103,8,564
8032:17,8,1382,518,70,616,58,302,84,564
8036:984,135,168,719,5480,1400,10267,399,463,1326
8054:17,616,508,8,564,65,245,58,94,654
8065:58,542,61,861,518,650,32,787,363,554
8068:10048,21640,538,8102,70,24655,18452,76,41385,11358
8069:3506,3207,970,245,947,4487,899,94,48,70
8081:302,58,76,616,354,84,361,8,70,138
8090:58,616,84,542,15,354,650,564,8,285
8097:17,508,76,402,542,1435,1936,518,616,1382
8103:3509,4568,3107,1352,4825,1790,508,378,189,4755
8104:
8130:17,8,518,616,1102,245,302,65,654,736
8134:105057,57519,84017,28166,27671,59417,24091,22045,5150,5663
8137:58,15,542,564,289,787,101,861,61,322
8141:17,564,508,76,8,518,616,84,1405,302
8144:168,564,463,17,1326,226,984,760,508,1023
8150:17,302,15,8,518,61,554,650,861,1196
8159:17,8,15,518,616,302,327,654,787,486
8161:54240,77681,8357
8163:17,654,76,302,616,58,354,84,8,518
8184:17,81,780,654,58,138,70,500,616,8
8186:518,58,654,616,101,787,902,15,138,508
8200:654,302,616,84,8,58,29,138,15,1102
8206:616,17,61,787,402,15,654,245,8,518
8217:17,58,654,15,302,542,518,787,8,32
8224:17,616,302,654,58,518,542,84,289,15
8225:774,4487,245,947,17,899,353,48,496,10046
8227:245,17,1267,8,518,4798,61,103,542,32
8229:616,17,302,58,518,542,8,564,32,902
8245:17,10503,8454,81,27291,605,840,866,21963,70
8263:
8264:542,17,616,302,1023,654,518,564,15,32
8270:17,302,654,616,518,84,58,8,542,61
8276:17,58,616,15,542,94,84,518,650,6
8285:17,616,302,58,654,542,518,8,29,84
8286:17,302,616,654,76,518,8,58,29,285
8287:780,262,5767,70,40,564,17,226,2275,698
8290:17,302,654,29,70,354,58,616,84,289
8310:306,4341,6224,44227,603,6311,19100,5975,911,7926
8314:8226,1546,2063,17,24212,23183,38434,24611,3878,71
8325:17,302,654,58,616,29,650,15,138,1196
8326:302,654,616,58,76,84,8,29,518,32
8334:654,17,58,616,8,29,302,518,61,15
8336:
8343:616,58,8,654,302,518,542,508,650,76
8347:616,8,29,518,650,861,15,101,354,289
8352:17,302,616,518,8,654,58,542,15,564
8368:302,17,654,616,518,84,15,101,542,289
8380:168,1326,17,65,508,984,564,1023,9417,719
8396:17,302,58,616,15,542,61,8,518,32
8401:302,654,58,84,616,361,354,76,8,138
8406:17,616,8,58,518,654,15,101,542,61
8411:654,302,58,518,8,616,84,29,650,354
8413:17,302,409,15,616,58,542,32,650,8
8435:
8449:2880,3172,1712,4825,6434,12990,8848,5624,378,4568
8450:1686,37804,1711,13266,18803,72579,29837,1550,95512,31648
8476:302,58,654,17,29,616,356,650,8,76
8477:17,508,616,302,15,8,518,654,226,363
8491:1888,687,140,2200,496,12790,529,630,2967,48106
8499:17,564,8,245,518,508,61,616,15,654
8500:4455,81,8418,60193,226,50294,29047,508,5767,17
8510:17,518,61,302,245,616,58,84,654,8
8513:17,616,61,542,245,15,8,564,363,65
8517:57092,25041,29782,118530,86763,42249,1930,1410,3610,118415
8530:58,654,302,17,542,76,564,15,84,1196
8531:58,302,542,8,15,322,787,564,76,1196
8534:398,4941,2447,3372,11641,17,8321,226,698,70
8536:17,616,8,518,245,542,654,15,58,302
8537:17,58,654,616,518,302,84,8,542,363
8552:
8569:1527,1352,4825,10041,189,6434,1712,8848,508,12990
8578:106,14152,2816,1957,84,4481,17,518,616,974
8581:17,302,616,654,58,542,564,1196,409,236
8582:542,8,15,518,285,1102,650,101,1196,61
8600:17,302,84,8,58,873,76,518,616,1099
8603:947,17,84,8,302,8660,518,1102,787,1023
8635:17,866,654,302,58,76,616,8,29,289
8636:17,654,302,138,616,58,1023,1535,84,101
8637:
8644:616,17,542,302,58,61,564,654,8,554
8651:2162,84,875,518,8,302,354,736,245,654
8660:58,17,616,84,542,15,650,101,32,518
8670:81,780,58,654,17,650,138,182,542,70
8681:302,654,542,518,61,15,1196,84,564,8
8692:17,70,780,508,1023,1535,616,5767,15,76
8711:
8717:3819,1344,2369,3429,481,5767,9597,1001,1217,17071
8718:984,8860,5480,1400,1326,2103,8733,760,801,1230
8719:654,616,58,8,29,84,354,564,518,289
8735:616,654,29,17,15,162,542,289,302,58
8736:17,6491,500,76,508,8,245,6127,262,58
8746:616,302,58,542,61,518,8,554,32,1196
8747:302,58,654,616,84,138,354,650,518,8
8755:27589,86870,27582
8760:616,302,654,17,58,8,650,518,101,15
8765:
8768:17,262,76,616,698,81,238,302,654,15
8771:17,8,302,654,58,564,787,542,650,101
8774:17,616,302,654,58,518,61,508,564,787
8782:168,5557,719,1400,5480,2153,8860,463,8733,574
8788:58,542,101,518,861,1196,8,554,32,363
8789:17,245,8,518,616,15,61,94,76,542
8790:1344,11563,3471,17567,3372,10492,6503,247,1382,5522
8802:654,302,616,8,650,518,289,354,736,101
8810:17,616,8,654,15,302,245,542,58,508
8812:226,140,780,1749,986,2967,262,70,508,500
8822:
8825:654,58,302,616,8,542,15,518,84,61
8844:2121,17,1109,873,13449,138,4205,182,518,302
8850:4755,1527,3107,2880,10041,1712,12990,3172,378,8848
8852:17,70,302,518,616,76,354,654,8,84
8862:17,8,245,84,518,736,508,654,1023,70
8863:58,302,654,8,542,518,101,15,61,564
8868:17,8,518,654,302,736,616,354,245,58
8870:17,58,616,29,8,354,518,736,301,138
8872:17,616,15,542,518,58,654,61,32,8
8877:17,616,15,58,302,654,61,245,787,564
8889:17,508,8,76,84,302,616,32,654,1936
8890:17,226,84,302,138,650,58,354,616,736
8900:302,58,654,616,84,650,62,518,8,1102
8906:17,1023,616,654,302,1535,58,542,15,76
8912:17,84,654,138,302,8,616,1023,1535,101
8913:2548,840,5111,4755,157,5627,1352,10541,8934,226
8915:17,58,302,654,518,15,542,32,564,101
8916:302,542,17,654,616,8,518,650,289,15
8920:81,17,70,76,780,226,5767,731,354,262
8924:17,302,616,76,508,61,654,15,58,542
8931:616,58,302,654,8,518,542,62,84,15
8935:15,8,518,616,542,103,61,94,58,363
8936:54180,736,6306,40588,89051
8958:654,58,616,302,542,15,8,650,84,6
8984:352,9345,14754,25127,29417,78059,162,81173,1462,297
9000:17,302,616,542,8,15,518,554,322,564
9001:4797,353,1951,94,16127,6417,17,2268,769,245
9013:17,285,654,58,616,302,29,84,62,15
9024:17,616,650,302,542,58,654,564,32,8
9079:17,616,61,654,15,542,58,302,1535,902
9085:17,84,616,354,654,94,518,564,58,508
9096:2880,1712,12990,7831,378,20806,6266,4568,7859,7880
9098:76,698,1405,17,564,2139,364,616,245,542
9106:654,302,616,8,518,84,76,58,15,61
9111:616,58,542,302,654,61,564,8,32,554
9122:302,17,58,861,84,650,542,15,8,76
9128:654,616,58,15,542,8,61,518,861,1196
9135:17,302,654,58,84,616,3448,650,76,564
9141:1352,3107,1527,2880,189,1712,12990,5624,8848,508
9152:616,518,654,61,542,15,58,787,8,32
9155:17,654,58,15,302,61,8,518,542,564
9157:3034,533,4671,5975,7622,76,311,10981,8529,8759
9158:17,2139,40,1471,4292,508,76,262,1410,542
9159:353,245,17,518,15,61,616,302,1405,8
9160:189,10041,1527,2880,3107,1712,3172,4825,6434,378
9161:984,719,8860,1400,1326,661,760,1528,8733,801
9171:58,654,616,29,84,8,354,289,518,224
9173:518,8,1023,654,245,84,302,616,76,15
9200:17,654,616,302,322,52378,3787,4621,14671,650
9224:17,1382,70,302,8,616,654,1023,5567,84
9225:311,14259,17,11855,12861,2543,1077,8867,1468,9435
9233:15373,22776,1930,42657,18708,21795,21029,6383,106625,1410
9236:17,61,245,15,2200,508,8,402,616,103
9237:15,542,1196,61,32,518,1140,1511,8,29
9238:616,302,654,8,58,650,542,15,518,61
9245:302,17,58,25222,17264,29,616,654,90299,224
9249:17,518,8,84,616,58,1405,245,654,902
9256:616,8,518,58,654,302,245,15,1102,736
9276:17,616,302,58,654,518,650,8,84,76
9288:302,654,616,58,1405,518,542,15,8,32
9290:8322,13077,30815,24933,16965,4409,31597,17,37112,18743
9291:616,542,15,61,302,58,32,1196,8,245
9310:616,17,302,58,654,8,15,542,1196,861
9312:15,58,616,654,302,518,542,245,8,32
9313:17,542,616,787,58,518,8,302,245,654
9331:64240,85508,52132,31585,17380,69121,5545,3146,4875,12045
9333:30259,353,6210,62433,4965,3039,4993,8,4650,203
9350:616,654,302,17,8,58,650,518,84,289
9357:9760,80021,83385,7585,20184,986
9359:302,616,654,58,542,518,564,8,15,32
9364:17,616,542,15,61,518,654,58,564,32
9368:25601,62851,30980,3718,3137,35080,29158,2059,72716,35213
9369:168,719,984,574,8860,76,1400,8733,135,1147
9371:302,654,29,616,138,518,736,94,301,76
9381:1913,22856,22507,76,2848,62347,5214,31633,48061,26519
9389:322,6,7560,650,32076,39645,45970,95029,97686,63225
9394:58,654,616,542,8,518,15,61,245,84
9400:302,58,17,542,15,861,8,564,61,1196
9402:
9420:302,616,654,15,61,58,542,518,245,650
9431:17,302,8,542,4671,311,1119,654,1468,301
9432:17,654,302,8,616,58,518,354,301,29
9433:2495,327,9858,86412,19213,36494,29656,25107,40214,45295
9437:76,17,542,616,654,564,518,1196,10048,40
9442:780,140,1749,226,5767,262,70,986,1888,6108
9443:302,58,654,8,518,650,542,15,787,61
9451:302,58,616,84,8,29,15,518,650,76
9473:4755,1352,10041,76,226,17,564,508,189,3107
9474:
9486:15360,94987,94680,50707,17684,8213,2073,162,30116,2469
9487:17,616,302,654,58,61,15,518,84,564
9489:17,654,58,616,518,61,76,787,15,84
9494:2548,840,4755,508,931,245,564,17,8,518
9498:
9499:17,654,616,58,302,542,289,554,15,61
9500:17,616,76,40,58,654,302,508,542,518
9507:17,518,616,8,58,15,32,564,1405,245
9514:1989,85292,19244,36401,23317,9961,63098,45791
9525:17,518,616,245,84,654,8,302,32,363
9528:353,17,1951,302,364,58,616,245,542,654
9531:262,35368,899,6921,107534,402,77204,8981,51482,31773
9535:76,616,698,226,58,70,654,17,1535,81
9538:58,17,302,654,542,861,15,518,554,1196
9541:1410,875,901,518,3207,2696,521,891,10511,17
9553:16056,108638,2254,2579,546,873,111574,7240,1205,122169
9568:7622,2543,7334,12861,311,1011,9435,203,17486,1547
9570:17,302,616,76,564,518,84,238,508,542
9571:76,81,17,698,508,327,25481,302,500,1382
9573:76,698,4,10048,564,17,302,11358,616,13555
9576:
9580:17,616,302,518,58,564,15,238,542,654
9590:17,302,58,542,61,518,554,650,787,245
9593:616,542,302,58,8,654,101,518,289,84
9606:508,17,564,542,15,245,302,616,1023,1126
9612:616,58,302,518,15,289,564,101,8,650
9613:17,616,654,518,76,542,302,650,364,8
9614:43013,518,17,1558,29,542,1567,32,7004,1578
9630:984,8860,719,5480,661,1400,801,5557,10267,463
9665:17,58,84,8,736,650,542,518,29,15
9666:11644,398,17,9388,2447,5598,302,13388,14964,616
9668:302,17,616,654,58,8,564,1196,32,542
9680:302,17,616,654,58,29,8,650,15,861
9685:17,616,302,654,58,542,29,518,8,70
9693:17,654,616,302,15,58,564,542,61,518
9694:76,17,616,70,654,302,301,1023,58,15
9696:924,17,301,176,2547,542,31527,1539,8011,40
9711:36868,6432,6720,36887,88297,2816,7048,1930,97047,656
9722:17,245,61,15,542,103,518,616,8,32
9727:616,17,518,302,58,542,654,486,1196,15
9742:17,302,58,236,654,76,301,616,8,29
9745:58,654,17,542,15,518,84,861,61,787
9752:2139,13312,9217,47089,358,46086,80391,1544,42506,35671
9753:17,1119,245,4420,84,354,891,496,518,947
9755:654,17,58,616,650,29,8,542,15,61
9757:59623,301,21879,17,23599,48361,84,302,3966,70
9786:302,654,616,354,58,76,84,29,70,361
9808:17,542,61,616,15,8,32,302,654,518
9810:1122,23398,1406,33683,33720,9448,16433,15937,36443,2744
9812:58,302,616,84,8,518,29,15,289,101
9813:17,245,1987,103,8,542,518,61,65,616
9818:
9820:4268,245,17,15,61,518,94,1126,1405,327
9824:1002,4513,3618,1744,6315,16036,1256,13,710,1340
9827:17,518,245,616,302,8,542,654,564,58
9831:168,984,719,8860,5480,1400,463,574,8733,1326
9834:17,302,616,58,542,654,8,15,101,518
9837:654,17,616,29,84,542,15,650,6,518
9839:698,76,70,81,564,901,17,654,542,1023
9840:4487,17,10365,245,353,518,4268,94,616,1410
9864:654,17,58,616,29,15,6,542,61,84
9879:17,654,616,564,15,302,94,542,1549,61
9890:58,654,17,302,542,8,15,861,84,1196
9891:654,58,616,29,518,8,354,736,76,301
9892:17,616,8,15,302,654,61,65,76,245
9896:1827,245,17,518,542,1405,8,61,787,353
9899:866,302,654,354,58,84,616,29,8,1102
9900:17,616,654,302,518,542,564,15,32,61
9911:17,84,616,654,167,245,302,61,508,542
9926:84,302,58,654,8,542,518,29,564,354
9927:61,518,32,1511,564,650,787,94,245,238
9929:302,654,616,58,8,84,518,289,15,542
9944:56364,49920,1164,36269,14201,12222,4462,48271,83954,44984
9945:17,76,8,302,311,1131,7334,354,12861,7622
9946:17,10503,8454,81,27291,605,840,866,21963,70
9961:2178,18536,119109,647,63691,22632,43881,61440,122379,20621
9984:29024,45073,53847,46837,12550,74617,96683,1544,80398,4102
10030:616,302,654,15,518,542,32,94,564,8
10040:168,984,1326,801,2318,8860,1400,5480,76,760
10050:17,8,302,354,616,84,518,508,58,564
10051:409,35144,45,56594,654,17,48,2162,1187,6450
10073:58,616,17,302,654,29,1140,650,861,542
10078:
10082:518,245,302,15,654,542,1023,616,58,508
10084:91352,301,52056,3068,76833,226,10662,70,104526,1295
10086:17,302,29,564,654,61,15,518,616,58
10088:22059,81719,28632,698,8419,25368,40142,40,31342,16151
10090:890,2139,17,40,76,4880,5670,564,866,354
10110:616,58,654,302,8,518,542,289,15,554
10111:245,542,17,518,15,61,32,616,8,1382
10115:8,97,182,224,245,1245,2062,15,20485,2097
10117:17,302,542,518,654,616,8,61,58,554
10130:17,518,70,84,1382,8,302,508,1790,616
10132:616,17,302,542,58,787,327,65,654,8
10133:138,3610,4146,76,117,4224,224,16658,380,500
10136:17,564,302,654,616,650,58,8,518,542
10140:58,302,17,654,29,616,15,61,162,542
10148:719,984,8860,801,1326,76,5480,1400,1528,574
10155:17,8,518,616,654,84,61,58,245,302
10156:1460,76,297,508,1326,226,81,17,564,2139
10194:302,8,654,616,58,354,787,101,736,301
10196:616,58,15,302,8,542,32,6,29,650
10200:2403,1524,3506,970,245,4487,17,947,899,353
10210:17,508,76,564,70,226,1023,302,238,354
10233:18156,58227,1592,26628,17,53668,100785,2548,33833,13411
10235:3282,226,3060,6320,76,17,508,8,225,84220
10236:65107,33195,13568,115745,49842,102580,92484,2377,605,98423
10237:17,58,654,302,8,616,518,101,354,736
10249:138,656,273,1462,2013,3,6,8,10,1551
10254:58,17,654,302,616,542,61,736,650,29
10267:616,354,518,8,94,736,29,650,76,564
10275:17,1126,1382,1535,1539,15,103,288,302,409
10276:616,58,302,654,542,1196,61,861,15,518
10279:17,302,616,654,58,861,6,8,15,84
10302:58,616,15,285,650,76,8,84,363,354
10303:17,76972,22218,1930,40,496,924,947,17448,38577
10304:3,29798,654,193,239,755,302,58,354,1535
10306:17,616,654,15,32,518,861,650,364,8
10313:17,654,58,616,302,8,245,542,61,94
10317:84,518,302,8,654,58,616,787,542,289
10335:669,41662,6500,24065,14851,51204,69127,31241,110095,17
10339:616,654,58,518,15,542,61,564,508,354
10342:17,616,654,302,61,15,518,32,101,861
10346:51326,7742,238,10880,27651,119814,31879,97964,266,8843
10359:654,302,58,616,650,84,8,285,15,1102
10364:17,542,616,8,32,902,1196,364,564,654
10366:58,654,15,61,1511,787,861,1196,364,564
10371:76,17,564,302,58,518,616,508,2139,1023
10377:17,302,58,654,8,616,101,508,542,518
10378:168,2153,463,18935,97626,8860
10387:48539,53812
10388:17,302,616,15,58,654,518,32,542,8
10392:
10408:840,2548,10541,5111,14793,197,5627,27070,8069,7160
10420:17,654,58,302,650,84,564,15,76,29
10427:32,2302,4996,3039,9711,94,45268,14569,20762,12573
10439:84,8,354,518,29,301,564,76,650,101
10445:17,518,61,616,84,508,302,787,654,65
10454:17,124,616,70,654,1023,15,58,302,245
10471:17,58,654,302,616,8,101,518,29,542
10478:17,58,616,302,542,15,61,518,554,564
10479:564,8,30754,70,76,518,542,616,659,70299
10480:58,17,302,654,542,15,518,8,650,861
10488:302,654,58,616,301,15,84,518,32,138
10502:41101,22678,58923,28760,11241,110086,49575,38702,56913,42323
10513:17,84,654,8,302,518,616,902,1102,61
10523:441,1002,508,1744,76,3506,4513,17,245,710
10543:245,2715,17,441,2028,1744,774,1987,4268,70
10554:
10563:899,84,302,518,1119,245,654,70,354,736
10564:302,58,654,616,84,8,518,354,138,866
10570:58,616,17,29,542,84,650,518,15,61
10573:
10580:17,302,654,58,8,564,84,616,70,518
10636:302,654,616,84,8,518,1102,289,29,138
10655:17,302,654,8,301,84,58,616,518,1102
10691:17,542,616,15,364,61,58,654,103,518
10693:17,654,302,84,564,518,289,8,76,354
10698:302,654,58,17,650,861,29,15,1196,554
10707:
10710:616,58,8,518,70,76,94,650,787,61
10726:69494,22655,103120,105984,55872,13570,5767,650,33807,1703
10747:
10758:17,8,542,58,302,518,654,616,101,84
10770:311,2543,7622,11855,2215,1011,12861,7334,17486,4625
10779:
10794:616,17,302,58,654,650,84,8,542,6
10801:76,17,564,302,616,698,8,58,542,554
10807:1119,17,8151,245,1187,787,518,947,8,496
10820:38085,17,45368,96651,64104,5245,48277,48286,36039,66760
10842:
10843:17,58,654,302,616,61,8,15,542,94
10844:17,70,76,1535,138,542,1462,302,654,1023
10845:10770,9289,3672,6503,17567,7021,5545,1495,8,17185
10854:13566,78928,54897,51617,45662,16689,23368,41850,51729,16417
10858:17,616,302,542,654,518,58,61,8,101
10871:17,302,58,654,616,45,394,1196,29,62
10892:17,6,65,11861,9318,1703,674,83457,1539,11268
10905:
10908:518,17,84,616,508,787,15,654,1405,302
10913:22926,12869,20118,12306,616,17,46072,84,27944,840
10920:61,616,654,518,58,103,245,302,1196,1511
10955:48,1187,17,2162,875,302,245,518,70,891
10956:518,302,84,58,654,616,289,650,1102,29
10968:616,17,654,302,58,542,15,76,564,483
10991:81,17,616,70,508,1535,542,2139,76,780
10999:17,58,616,654,518,564,15,84,787,224
11000:780,262,5767,731,2241,17,3423,8588,550,70
11022:302,616,58,15,518,542,654,61,8,245
11034:17,654,58,564,84,15,8,861,76,518
11037:311,1011,11855,9435,17486,4625,203,8867,8772,862
11047:17,1359,6243,1127,8,15,302,616,654,32
11055:
11099:654,58,616,302,17,542,1196,15,61,238
11105:518,654,8,302,616,245,787,354,301,61
11110:2139,17,8,70,76,564,508,58,654,902
11118:82688,95747,27788,26000,2904,14612,16029,19749,109364,1077
11132:245,17,710,4755,508,4268,76,189,441,84
11134:17,70,226,616,780,302,8,542,76,564
11135:17,616,302,518,58,654,15,8,61,289
11149:302,654,8,58,616,518,101,736,354,15
11150:5975,17316,5319,1337,11590,4040,6311,14814,13341,8772
11193:17,76,429,302,58,8,84,190,301,238
11211:11269,4110,26128,60434,12822,29209,46620,44065,7202,102437
11222:19544,50369,34240,76,96442,17,30759,35016,15,899
11228:441,1002,508,4513,1744,245,1410,76,5122,1256
11240:
11259:
11264:17,58,654,29,616,650,542,84,6,162
11273:616,58,84,101,1102,564,15,650,289,787
11278:654,17,302,58,616,76,518,8,29,542
11279:2405,13926,19000,35846,118856,58982,113529,52989,30455,111621
11280:
11287:616,302,58,654,8,564,518,508,32,787
11332:168,31188,17665,52228,108417,3081,6545,9752,85124,3484
11360:
11363:17,302,866,654,58,616,354,70,84,76
11378:70,76,17,564,616,542,302,650,245,698
11388:4267,43418,34115,51943,23839,654,190,616,901,25652
11394:518,17,1606,65,8,1405,616,119,354,564
11404:17,616,58,654,302,542,518,787,15,8
11414:17,302,654,6,138,616,301,58,29,61
11418:984,8860,1400,8733,574,1081,76,1528,135,7838
11419:302,654,616,58,518,8,650,15,76,61
11426:236,17,654,776,302,10075,12253,14750,3448,4203
11427:4575,12332,76,25910,3054,226,367,3126,3477,70
11428:17,302,654,84,58,8,542,354,1102,29
11431:
11437:508,17,76,8,70,245,61,564,226,650
11439:245,17,5117,2200,8,542,103,1987,518,65
11444:17,616,654,58,15,518,8,84,542,101
11458:17800,24893,658,9716,616,518,3223,861,483,8
11462:17,245,542,65,1410,15,564,1126,518,103
11463:58,542,15,61,787,101,32,94,363,76
11484:17,616,542,15,654,61,58,518,302,861
11507:616,17,58,654,542,302,518,650,8,32
11510:616,654,58,17,542,564,1196,15,518,76
11511:2520,76547,13059,58632,4238,13400,18210,52469,39336,44717
11525:302,58,654,616,17,518,650,15,6,285
11529:302,17,654,58,29,616,8,84,1476,239
11535:616,58,302,654,8,518,61,15,787,542
11537:3378,17,45191,18705,38292,77977,13083,40356,101304,22713
11538:17,616,58,542,861,15,32,61,650,518
11540:4600,19065,5145,48654,13894,44680,10316,39244,70402,14869
11552:302,654,58,29,616,8,84,650,518,1102
11554:1352,17,10041,3107,378,76,189,1527,2880,245
11558:3704,65,1382,131,245,1471,17,103,1825,1126
11569:616,542,15,61,8,1196,518,32,554,564
11584:17,654,302,8,542,15,1196,564,861,650
11586:17,616,302,654,542,8,61,15,518,58
11603:17,616,58,302,654,861,84,8,650,29
11606:58,654,650,542,564,84,518,15,289,554
11614:4719,398,2447,37507,9388,5598,20490,29,70,6289
11616:17,616,58,302,654,518,542,29,285,554
11651:17,302,58,654,650,616,224,542,29,861
11657:17,84,20954,1058,43414,518,8,36785,8975,58
11660:17,84,58,616,8,650,354,518,138,301
11670:17,302,650,58,654,182,76,616,1245,8
11676:780,262,3137,5767,140,731,16404,2241,8511,7211
11685:17,616,654,58,302,518,508,650,861,564
11699:
11700:302,654,616,58,8,76,29,1102,518,84
11716:654,302,58,518,8,616,84,29,650,354
11719:17,1023,302,508,8,15,616,94,76,84
11723:17,654,616,542,58,8,302,564,84,32
11738:17,8,302,1102,654,616,518,58,542,650
11749:81,226,654,3423,986,70,76,508,13544,61
11775:17,70,8,518,1023,508,84,654,787,94
11781:17,616,58,654,8,1196,542,61,289,861
11788:76,17,901,616,654,698,70,302,564,238
11795:1410,17,542,1987,15,245,500,65,103,2139
11799:
11818:17,58,616,654,84,787,302,322,518,29
11825:70,17,616,518,654,8,76,84,302,354
11835:17,58,29,616,76,542,564,1102,289,84
11836:135,168,1326,10267,1069,2103,352,2155,175,12984
11838:17,70,873,947,931,518,1382,8,245,508
11839:10345,394,1804,77465,49696,105761,97455,118323,52411,12988
11843:441,710,1002,1744,508,245,1065,1410,1205,3618
11844:23356,51436,33681,79048,36220,2062,58,224,35313,42373
11847:441,4513,710,17,1002,8,76,84,508,1145
11851:
11856:226,780,1888,2967,7211,70,500,17,508,5767
11863:
11864:
11865:17,302,616,15,58,542,518,8,1535,61
11883:35382,225,8364,14797,11825,13183
11884:76,81,168,238,8860,1884,2139,358,2275,5480
11885:1002,4513,710,76,17,1744,1410,1205,508,70
11892:17,76,58,302,8,564,2139,245,301,361
11893:17,302,654,58,616,76,70,84,8,6
11896:17,302,654,616,8,58,518,650,84,508
11910:899,48,6450,518,84,245,947,354,736,891
11913:17,302,654,616,58,70,8,542,650,76
11922:654,302,616,17,29,76,84,8,101,650
11928:17,616,58,654,302,224,542,518,62,8
11929:654,542,8,84,15,650,564,518,94,508
11939:17,8,616,70,302,81,518,1023,76,1405
11956:654,616,518,84,8,542,650,564,787,29
11962:40,76,17,81,2139,262,564,650,302,616
11968:17,616,245,873,1126,564,518,1825,508,15
11972:17,302,84,58,76,8,873,650,564,1099
11979:866,17,76,654,302,58,500,616,70,84
11983:17,58,616,654,84,650,8,518,542,1102
11988:616,58,654,302,61,518,542,8,289,15
11990:122719,20452,79005,110421,23393,3717,107724,18765,47717,35032
11996:
11999:441,245,1744,4513,2715,1205,3506,827,710,1410
12008:616,17,58,15,654,302,542,518,61,32
12010:245,17,710,508,1744,8,4268,1382,3196,8069
12011:616,17,302,58,654,650,542,1196,564,518
12027:17,302,58,616,654,650,564,8,289,861
12028:654,8,84,542,15,518,301,554,101,650
12037:302,17,616,654,15,29,285,61,564,8
12047:17,2139,508,518,616,1405,787,70,364,1023
12050:17,616,654,518,542,15,61,787,354,322
12067:4146,2528,76,12093,6117,16658,4093,28389,26437,45287
12084:654,17,15,861,518,564,61,554,1511,1196
12094:168,984,463,574,2642,1400,2632,4877,661,5557
12130:17,8,289,518,616,1196,32,61,182,302
12170:17,564,654,302,616,650,58,542,8,15
12199:790,8,17,10408,650,21813,27340,873,891,36085
12211:6901,16658,10692,1651,2528,8783,12093,76,2354,8129
12213:5739,3081,13835,1558,40,9864,33950,826,60295,13207
12232:17,654,302,542,8,61,84,15,518,787
12234:17,616,8,58,654,518,302,15,65,245
12235:302,17,58,29,616,542,650,84,15,1102
12237:10291,17,2337,30139,20288,182,224,225,2626,1050
12239:500,17,76,262,564,2139,70,805,302,616
12263:15,8,17,61,616,245,542,1405,32,103
12268:58,616,17,61,302,245,356,76,654,542
12271:17,76,8,616,58,70,363,81,508,65
12272:542,17,616,654,103,15,58,61,245,787
12296:899,1187,48,17,1119,4420,245,518,84,947
12310:17,302,616,8,654,58,508,518,32,15
12327:654,564,17,302,616,58,542,15,138,8
12328:899,17,1119,84,354,245,518,302,947,496
12356:17,8,354,518,654,302,245,508,616,947
12360:302,654,58,84,8,616,6,354,1102,76
12364:58,654,302,8,518,15,84,76,289,736
